Price,Land Size,Building Size,Year Built,Rooms,County
"USD $450,000","18,534.62 m2",184.88 m2,1994,"3 bedroom(s), 3 bathroom(s)",Duplin
"USD $505,000","3,723.11 m2",231.33 m2,2004,"3 bedroom(s), 3 bathroom(s)",Forsyth
"USD $919,990","1,416.40 m2",317.54 m2,2013,"4 bedroom(s), 5 bathroom(s)",Pinal
"USD $1,400,000","1,254.53 m2",,,,Wasatch
"USD $365,000",687.97 m2,175.77 m2,2011,"3 bedroom(s), 3 bathroom(s)",Wake
"USD $305,000","1,214.06 m2",149.11 m2,2022,"4 bedroom(s), 2 bathroom(s)",Simpson
"USD $369,900","1,982.96 m2",,2022,"3 bedroom(s), 2 bathroom(s)",Other
"USD $350,000","2,023.83 m2",159.70 m2,2024,"3 bedroom(s), 2 bathroom(s)",Lee
"USD $60,000",,112.88 m2,1962,"2 bedroom(s), 1 bathroom(s), 1 livingroom(s)",Whiteside
"USD $520,000",959.51 m2,295.25 m2,1985,"4 bedroom(s), 5 bathroom(s), 1 livingroom(s)","Johnson, KS"
"USD $514,900","1,299.04 m2",192.59 m2,1990,"3 bedroom(s), 3 bathroom(s)",Lake
"USD $205,000",730.86 m2,130.99 m2,2008,"2 bedroom(s), 3 bathroom(s)",Lee
"USD $1,195,000","2,104.37 m2",427.35 m2,2008,"4 bedroom(s), 5 bathroom(s)",
"USD $260,000",768.90 m2,123.28 m2,2019,"3 bedroom(s), 2 bathroom(s)",Greene
"USD $280,000",538.23 m2,214.33 m2,2011,"3 bedroom(s), 3 bathroom(s), 1 livingroom(s)",Bexar
"USD $424,999",849.84 m2,175.49 m2,1972,"3 bedroom(s), 2 bathroom(s)",Bernalillo
"USD $485,000","1,092.65 m2",329.81 m2,1985,"5 bedroom(s), 4 bathroom(s)",Anoka
"USD $240,000","1,254.53 m2",129.51 m2,1956,"3 bedroom(s), 2 bathroom(s)",Pitt
"USD $630,000",,424.75 m2,2000,"4 bedroom(s), 5 bathroom(s), 1 livingroom(s)",Jackson
"USD $329,990",768.90 m2,105.91 m2,1990,"3 bedroom(s), 2 bathroom(s)",St. Johns
"USD $422,000",728.43 m2,244.24 m2,2007,"4 bedroom(s), 3 bathroom(s)",Wake
"USD $360,000","4,046.86 m2",202.90 m2,1965,"4 bedroom(s), 2 bathroom(s)",
"USD $329,990",,105.91 m2,1990,"3 bedroom(s), 2 bathroom(s)",St. Johns County
"USD $499,000","1,982.96 m2",220.55 m2,2017,"2 bedroom(s), 2 bathroom(s)",Cherokee - GA
"USD $595,000",728.43 m2,234.49 m2,2016,"3 bedroom(s), 3 bathroom(s)",Wake
"USD $615,000","1,439.87 m2",218.23 m2,1925,"4 bedroom(s), 4 bathroom(s)",Hays
"USD $385,000",768.87 m2,137.22 m2,1965,"3 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Glenn
"USD $564,900","1,133.12 m2",289.86 m2,2020,"4 bedroom(s), 3 bathroom(s)",Jackson
"USD $80,000","1,553.99 m2",,,,Polk
"USD $139,900",,132.57 m2,2009,"4 bedroom(s), 2 bathroom(s)",RALEIGH
"USD $510,000",809.37 m2,185.25 m2,1961,"5 bedroom(s), 3 bathroom(s), 1 livingroom(s)",Pinellas
"USD $337,500",,,1987,"3 bedroom(s), 2 bathroom(s)",Henry
"USD $340,000",930.78 m2,118.54 m2,1988,"3 bedroom(s), 2 bathroom(s)",Duval
"USD $275,000","1,133.12 m2",169.55 m2,1890,"2 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Bibb
"USD $419,000",283.28 m2,118.17 m2,1998,"3 bedroom(s), 3 bathroom(s)",Genesee
"USD $419,900",687.97 m2,175.96 m2,1998,"3 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Sumter
"USD $300,000","1,497.34 m2",138.80 m2,1970,"3 bedroom(s), 2 bathroom(s)",York County VA
"USD $730,000","1,011.72 m2",158.03 m2,1986,"4 bedroom(s), 3 bathroom(s)",Charleston
"USD $89,900",404.69 m2,71.35 m2,,"2 bedroom(s), 1 bathroom(s)",Graves
"USD $1,075,000",,280.75 m2,1989,"5 bedroom(s), 4 bathroom(s)",Broward County
"USD $5,000",809.37 m2,137.12 m2,1972,"3 bedroom(s), 2 bathroom(s)",
"USD $94,500",511.12 m2,93.27 m2,1982,"2 bedroom(s), 2 bathroom(s)",Hidalgo
"USD $494,500","3,156.55 m2",257.81 m2,1975,"4 bedroom(s), 3 bathroom(s)",Mecosta
"USD $225,000","2,225.77 m2",94.39 m2,1904,"2 bedroom(s), 1 bathroom(s)",Yavapai
"USD $250,000","8,093.72 m2",172.99 m2,1969,"3 bedroom(s), 2 bathroom(s)",Banks
"USD $250,000",554.42 m2,106.28 m2,1910,"4 bedroom(s), 2 bathroom(s)",Ramsey-MN
"USD $3,160,000",396.23 m2,329.62 m2,2018,"5 bedroom(s), 5 bathroom(s)",Orange
"USD $174,900",121.41 m2,94.02 m2,1989,"2 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Volusia
"USD $599,000",,,,"4 bedroom(s), 1 bathroom(s)",Ocean
"USD $225,000","1,173.59 m2",109.72 m2,1918,"3 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Jefferson
"USD $699,000","12,140.58 m2",291.34 m2,,"4 bedroom(s), 4 bathroom(s)",Pickens
"USD $835,000",647.50 m2,308.90 m2,2022,"4 bedroom(s), 3 bathroom(s)",Lexington
"USD $534,900",849.84 m2,153.29 m2,1988,"3 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Pinellas
"USD $400,000","1,880.58 m2",229.19 m2,1965,"5 bedroom(s), 3 bathroom(s)",Chatham County
"USD $664,960",,184.60 m2,,"3 bedroom(s), 3 bathroom(s)",Washington
"USD $23,900",,57.97 m2,1971,"1 bedroom(s), 1 bathroom(s), 1 livingroom(s)",
"USD $368,000","1,295.00 m2",191.19 m2,2023,"4 bedroom(s), 3 bathroom(s)",
"USD $333,000",613.10 m2,185.43 m2,2016,"3 bedroom(s), 2 bathroom(s)",Oklahoma
"USD $439,900",615.12 m2,145.11 m2,2020,"3 bedroom(s), 2 bathroom(s)",Ada
"USD $205,000",242.81 m2,110.74 m2,2007,"3 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Madison
"USD $379,000",607.03 m2,103.59 m2,1939,"2 bedroom(s), 1 bathroom(s)",Duval
"USD $604,960",,151.71 m2,,"3 bedroom(s), 3 bathroom(s)",Washington
"USD $344,900",80.94 m2,154.96 m2,2007,"3 bedroom(s), 3 bathroom(s)",Cobb - GA
"USD $79,900","8,093.72 m2",91.04 m2,1991,"2 bedroom(s), 2 bathroom(s)",Pike County
"USD $514,900","3,116.08 m2",159.42 m2,2024,"3 bedroom(s), 3 bathroom(s), 1 livingroom(s)",Ottawa
"USD $214,900",566.56 m2,100.34 m2,1850,"2 bedroom(s), 1 bathroom(s), 1 livingroom(s)",Tipton
"USD $600,000","1,113.91 m2",285.12 m2,2022,"4 bedroom(s), 3 bathroom(s)",Sarpy
"USD $245,000",,306.58 m2,,,San Juan
"USD $344,900",80.94 m2,154.96 m2,2007,"3 bedroom(s), 3 bathroom(s)",Cobb
"USD $1,749,000",,193.98 m2,,"3 bedroom(s), 2 bathroom(s)",Beaufort
"USD $153,900",605.81 m2,217.21 m2,1923,"3 bedroom(s), 2 bathroom(s)",Cuyahoga
"USD $399,000",242.81 m2,162.67 m2,1998,"3 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Walton
"USD $549,000","8,093.72 m2",166.11 m2,1980,"3 bedroom(s), 2 bathroom(s)",Umatilla
"USD $299,000","16,430.25 m2",115.94 m2,1959,"3 bedroom(s), 1 bathroom(s), 1 livingroom(s)",Tompkins
"USD $445,000",647.50 m2,236.72 m2,2020,"5 bedroom(s), 3 bathroom(s)",Canyon
"USD $80,000","1,537.81 m2",,,,Polk
"USD $235,000",687.97 m2,,2007,,Pike
"USD $375,000",607.03 m2,138.15 m2,2020,"3 bedroom(s), 2 bathroom(s)",Wake
"USD $674,960",,184.60 m2,,"3 bedroom(s), 3 bathroom(s)",Washington
"USD $685,000",607.03 m2,255.76 m2,2020,"3 bedroom(s), 3 bathroom(s)",Wake
"USD $459,000",267.09 m2,138.43 m2,1989,"3 bedroom(s), 2 bathroom(s)",Lee
"USD $449,500",,,,,
"USD $1,099,000","7,082.00 m2",265.52 m2,2021,"5 bedroom(s), 5 bathroom(s)",McCurtain
"USD $279,900",,178.65 m2,2011,"4 bedroom(s), 3 bathroom(s), 1 livingroom(s)",Richland County
"USD $250,000",607.03 m2,176.52 m2,2006,"4 bedroom(s), 3 bathroom(s)",Henry
"USD $269,777","3,237.49 m2",205.04 m2,1950,"3 bedroom(s), 2 bathroom(s)",Allen
"USD $850,000","2,387.65 m2",,1974,,Finney
"USD $79,900",,113.71 m2,1868,"2 bedroom(s), 1 bathroom(s), 1 livingroom(s)",Des Moines
"USD $424,000",445.15 m2,159.79 m2,2001,"3 bedroom(s), 3 bathroom(s), 1 livingroom(s)",Durham
"USD $253,998",161.87 m2,154.96 m2,2017,"3 bedroom(s), 3 bathroom(s)",Hillsborough
"USD $430,000",445.15 m2,162.39 m2,2015,"3 bedroom(s), 3 bathroom(s)",
"USD $425,000",890.31 m2,139.73 m2,1958,"3 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Orange
"USD $595,000",930.78 m2,195.93 m2,1955,"5 bedroom(s), 3 bathroom(s)",Pima
"USD $689,000",687.97 m2,269.33 m2,2023,"4 bedroom(s), 3 bathroom(s)",Maricopa
"USD $479,000","1,375.93 m2",168.34 m2,1983,"3 bedroom(s), 2 bathroom(s)",Brevard
"USD $115,000","1,638.98 m2",,,,Polk
"USD $525,000",445.15 m2,127.09 m2,2017,"3 bedroom(s), 3 bathroom(s)",Wake
"USD $334,500","1,570.99 m2",217.95 m2,1983,"4 bedroom(s), 3 bathroom(s)",Canadian
"USD $479,000","2,751.86 m2",231.51 m2,2025,"4 bedroom(s), 3 bathroom(s)",Washington
"USD $475,000",,151.34 m2,2021,"3 bedroom(s), 3 bathroom(s)",PRINCE WILLIAM
"USD $1,300,000",,300.26 m2,2005,"6 bedroom(s), 4 bathroom(s)",New Hanover
"USD $225,000","2,792.33 m2",140.47 m2,2002,"3 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Hardin
"USD $750,000","1,011.72 m2",471.02 m2,1994,"4 bedroom(s), 4 bathroom(s)",Clark
"USD $370,000",728.43 m2,178.93 m2,1999,"3 bedroom(s), 2 bathroom(s)",Spokane
"USD $600,000","283,280.19 m2",371.61 m2,1977,"3 bedroom(s), 2 bathroom(s)",Siskiyou
"USD $299,000",161.87 m2,160.54 m2,2009,"3 bedroom(s), 3 bathroom(s)",Duval
"USD $299,000",404.69 m2,136.47 m2,1950,"3 bedroom(s), 2 bathroom(s)",Rabun
"USD $59,900","2,751.86 m2",,,,Greene
"USD $499,000",408.73 m2,145.67 m2,1890,"3 bedroom(s), 2 bathroom(s)",Cuyahoga
"USD $850,000","1,578.28 m2",284.00 m2,1970,"4 bedroom(s), 3 bathroom(s)",Washington
"USD $289,000","2,954.21 m2",138.52 m2,2002,"3 bedroom(s), 2 bathroom(s)",Jackson Co.
"USD $352,950",566.56 m2,167.32 m2,2025,"4 bedroom(s), 3 bathroom(s)",El Paso
"USD $399,900","1,416.40 m2",174.94 m2,1997,"4 bedroom(s), 2 bathroom(s)",Hennepin
"USD $326,000",40.47 m2,115.94 m2,1977,"2 bedroom(s), 2 bathroom(s)",Maricopa
"USD $265,000",607.03 m2,102.19 m2,1961,"3 bedroom(s), 2 bathroom(s)",Erie
"USD $589,900","49,776.38 m2",420.20 m2,2009,"3 bedroom(s), 3 bathroom(s), 1 livingroom(s)",Caledonia
"USD $820,000","1,052.18 m2",286.70 m2,2025,"5 bedroom(s), 4 bathroom(s)",Rockingham
"USD $159,000",809.37 m2,147.16 m2,1965,"3 bedroom(s), 2 bathroom(s)",East Baton Rouge
"USD $8,190,000",,333.24 m2,2025,"5 bedroom(s), 6 bathroom(s)",Miami-Dade
"USD $527,500",,138.43 m2,2006,"2 bedroom(s), 2 bathroom(s)",Collier
"USD $425,000","1,052.18 m2",,2002,"4 bedroom(s), 3 bathroom(s)",
"USD $110,000",,156.08 m2,2007,"3 bedroom(s), 2 bathroom(s)",
"USD $299,000",526.09 m2,162.12 m2,2018,"4 bedroom(s), 3 bathroom(s)",El Paso
"USD $1,250,000","930,777.81 m2",257.43 m2,1940,"3 bedroom(s), 1 bathroom(s)",Oregon
"USD $289,000","2,954.21 m2",138.52 m2,2002,"3 bedroom(s), 2 bathroom(s)",Jackson
"USD $285,000",,161.09 m2,1972,"3 bedroom(s), 2 bathroom(s)",Sarpy
"USD $124,900",890.31 m2,67.45 m2,1895,"2 bedroom(s), 1 bathroom(s), 1 livingroom(s)",Shiawassee
"USD $2,599,000","1,251.03 m2",200.67 m2,1970,,Kings (Brooklyn)
"USD $59,000","4,046.86 m2",107.02 m2,1999,"4 bedroom(s), 2 bathroom(s)",Montgomery
"USD $69,900",,208.10 m2,1995,"4 bedroom(s), 2 bathroom(s)",Decatur
"USD $1,075,000","4,422.00 m2",237.27 m2,1992,"6 bedroom(s), 5 bathroom(s)",Fulton - GA
"USD $1,999,000",526.09 m2,,,,Kings
"USD $525,000",667.73 m2,198.63 m2,2007,"3 bedroom(s), 2 bathroom(s)",Mecklenburg
"USD $488,000",,102.19 m2,1964,"2 bedroom(s), 1 bathroom(s)",Queens
"USD $147,900",566.56 m2,,1948,"3 bedroom(s), 2 bathroom(s)",
"USD $199,000","50,585.75 m2",,,,Elmore
"USD $649,900","1,827.56 m2",263.57 m2,1985,"5 bedroom(s), 3 bathroom(s)",Cobb - GA
"USD $218,000",,121.89 m2,1958,"2 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Dodge
"USD $600,000","3,358.89 m2",250.47 m2,1996,"4 bedroom(s), 4 bathroom(s)",STAFFORD
"USD $249,900",890.31 m2,,1986,"4 bedroom(s), 3 bathroom(s), 1 livingroom(s)",Westmoreland
"USD $599,900",526.09 m2,189.52 m2,1970,"3 bedroom(s), 2 bathroom(s)",Montcalm
"USD $649,900","1,829.18 m2",318.66 m2,1985,"5 bedroom(s), 3 bathroom(s)",Cobb
"USD $219,000",881.81 m2,194.35 m2,1906,"4 bedroom(s), 2 bathroom(s)",Summit
"USD $699,000","1,861.56 m2",,,"4 bedroom(s), 3 bathroom(s)",Greenville
"USD $399,900","1,497.34 m2",197.98 m2,1971,"4 bedroom(s), 2 bathroom(s)",Hennepin
"USD $849,000","1,861.56 m2",336.12 m2,1966,"5 bedroom(s), 2 bathroom(s)",
"USD $549,999","2,751.86 m2",,,,St Johns
"USD $1,050,000",,157.94 m2,1957,"3 bedroom(s), 2 bathroom(s)",Nassau County
"USD $650,000","2,387.65 m2",300.08 m2,2002,"4 bedroom(s), 4 bathroom(s), 1 livingroom(s)",Grand Traverse
"USD $275,000","42,305.88 m2",,,,Yadkin
"USD $149,900",485.62 m2,117.06 m2,1920,"4 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Winnebago
"USD $345,000",741.38 m2,162.86 m2,1952,"4 bedroom(s), 2 bathroom(s)",
"USD $329,000","1,456.87 m2",128.86 m2,1990,"2 bedroom(s), 2 bathroom(s)",Lee
"USD $1,235,000","21,246.02 m2",,2004,"4 bedroom(s), 5 bathroom(s)",Pickens
"USD $231,000","169,968.13 m2",,,,MACON
"USD $475,000",161.87 m2,183.76 m2,2019,"3 bedroom(s), 3 bathroom(s)",CHESTER
"USD $45,000","1,456.87 m2",119.57 m2,1956,"3 bedroom(s), 2 bathroom(s)",Richmond
"USD $550,000",768.90 m2,282.43 m2,2001,"6 bedroom(s), 6 bathroom(s)",Leon
"USD $275,000",494.53 m2,168.34 m2,1936,,Erie
"USD $300,000",,,1994,"3 bedroom(s), 2 bathroom(s)",Cullman
"USD $138,000","1,295.00 m2",110.37 m2,2001,"3 bedroom(s), 2 bathroom(s)",Henry County
"USD $275,000",494.53 m2,168.34 m2,1936,,Erie
"USD $42,600","1,173.59 m2",0.37 m2,1990,"2 bedroom(s), 1 bathroom(s)",Al Counties
"USD $650,000",242.81 m2,,2023,"4 bedroom(s), 4 bathroom(s)",Forsyth
"USD $268,000",768.90 m2,125.88 m2,2024,"3 bedroom(s), 2 bathroom(s)",Benton
"USD $70,000","1,821.09 m2",,,,Yavapai
"USD $319,999",121.41 m2,254.93 m2,1913,"4 bedroom(s), 5 bathroom(s)",BALTIMORE CITY
"USD $44,950","2,063.90 m2",74.32 m2,,"3 bedroom(s), 1 bathroom(s), 1 livingroom(s)",Morgan
"USD $455,000","1,659.21 m2",213.77 m2,2001,"4 bedroom(s), 3 bathroom(s)",New Hanover
"USD $1,199,000",,129.88 m2,1978,"3 bedroom(s), 3 bathroom(s), 1 livingroom(s)",Orange
"USD $300,000","2,792.33 m2",111.86 m2,,"2 bedroom(s), 2 bathroom(s)",Jo Daviess County
"USD $39,000",,123.38 m2,,"2 bedroom(s), 2 bathroom(s)",Beaufort
"USD $229,000","1,375.93 m2",147.16 m2,1969,"3 bedroom(s), 2 bathroom(s)",Crawford
"USD $159,900",445.15 m2,113.62 m2,1946,"4 bedroom(s), 1 bathroom(s)",Macomb
"USD $455,000","8,296.06 m2",140.28 m2,2025,"3 bedroom(s), 2 bathroom(s)",Orange
"USD $359,900","5,665.60 m2",195.75 m2,2018,"4 bedroom(s), 2 bathroom(s)",MADISON
"USD $465,000",,,2010,"3 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Weakley
"USD $1,594,000","1,725.30 m2",412.12 m2,1999,"5 bedroom(s), 4 bathroom(s), 1 livingroom(s)",San Bernardino
"USD $280,000","4,492.01 m2",150.50 m2,2016,"4 bedroom(s), 2 bathroom(s)",Southampton County VA
"USD $135,000",283.28 m2,105.54 m2,1930,"3 bedroom(s), 1 bathroom(s), 1 livingroom(s)",Lawrence
"USD $409,900",445.15 m2,185.62 m2,2006,"3 bedroom(s), 2 bathroom(s)",Brevard
"USD $2,579,000",,259.20 m2,1997,"4 bedroom(s), 4 bathroom(s)",Miami-Dade
"USD $315,000","2,144.84 m2",232.26 m2,1977,"3 bedroom(s), 2 bathroom(s)",Hardin
"USD $384,800",283.28 m2,,2007,"3 bedroom(s), 3 bathroom(s)",
"USD $1,149,900",202.34 m2,235.79 m2,1910,"5 bedroom(s), 4 bathroom(s)",WASHINGTON
"USD $1,779,000","1,052.18 m2",313.18 m2,1959,"3 bedroom(s), 4 bathroom(s)",Dallas
"USD $239,500","16,915.88 m2",197.88 m2,1952,"2 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Taney
"USD $139,900",,91.51 m2,1926,"3 bedroom(s), 2 bathroom(s)",BALTIMORE CITY
"USD $135,000",,80.27 m2,1956,"3 bedroom(s), 1 bathroom(s)",Champaign
"USD $130,000",809.37 m2,109.90 m2,1945,"3 bedroom(s), 1 bathroom(s), 1 livingroom(s)",Vanderburgh County
"USD $650,000",930.78 m2,204.67 m2,2021,"3 bedroom(s), 2 bathroom(s)",Lee
"USD $279,000",724.79 m2,182.37 m2,2005,"3 bedroom(s), 2 bathroom(s)",Oklahoma
"USD $499,000",475.51 m2,175.68 m2,1977,"3 bedroom(s), 3 bathroom(s)",Escambia - Fl
"USD $750,000",809.37 m2,303.51 m2,2004,"5 bedroom(s), 3 bathroom(s)",Clackamas
"USD $403,000","1,537.81 m2",249.26 m2,1996,"3 bedroom(s), 3 bathroom(s)",Paulding - GA
"USD $815,000",890.31 m2,313.27 m2,2015,"5 bedroom(s), 4 bathroom(s)",Wake
"USD $535,000","1,084.56 m2",201.88 m2,1983,"4 bedroom(s), 3 bathroom(s)",Lee
"USD $179,000",,289.86 m2,,,Mecklenburg
"USD $470,000",283.28 m2,150.50 m2,2023,"4 bedroom(s), 4 bathroom(s)",PRINCE GEORGES
"USD $349,900",,95.60 m2,2002,"2 bedroom(s), 2 bathroom(s)",Bristol
"USD $49,000",,710.15 m2,,,Mecklenburg
"USD $549,999","4,289.67 m2",197.88 m2,2007,"3 bedroom(s), 3 bathroom(s), 1 livingroom(s)",Pike
"USD $475,000","1,332.63 m2",350.80 m2,1995,"4 bedroom(s), 4 bathroom(s), 1 livingroom(s)",Butler
"USD $485,000","1,295.00 m2",249.72 m2,1999,"5 bedroom(s), 3 bathroom(s)",Dakota
"USD $449,000","15,539.94 m2",208.01 m2,1990,"3 bedroom(s), 3 bathroom(s), 1 livingroom(s)",Wayne
"USD $420,000","1,618.74 m2",174.38 m2,1965,"5 bedroom(s), 3 bathroom(s), 1 livingroom(s)",Tompkins
"USD $1,725,000",,439.15 m2,,"5 bedroom(s), 5 bathroom(s)",
"USD $5,500,000","87,452.65 m2",332.96 m2,,,Hocking
"USD $699,900","33,508.00 m2",228.17 m2,1987,"3 bedroom(s), 3 bathroom(s)",Hamblen
"USD $825,000","2,185.30 m2",281.22 m2,2007,"4 bedroom(s), 3 bathroom(s), 1 livingroom(s)",Manatee
"USD $354,706","1,861.56 m2",178.37 m2,2025,"4 bedroom(s), 3 bathroom(s)",Harnett
"USD $949,000","3,035.15 m2",284.19 m2,2025,"3 bedroom(s), 3 bathroom(s), 1 livingroom(s)",Towns
"USD $619,900","3,237.49 m2",291.53 m2,2016,"4 bedroom(s), 4 bathroom(s)",Anderson
"USD $337,500",781.04 m2,122.54 m2,2005,"5 bedroom(s), 2 bathroom(s)",Dallas
"USD $825,000","3,480.30 m2",426.24 m2,2000,"4 bedroom(s), 4 bathroom(s)",Richland
"USD $1,150,000",167.14 m2,170.57 m2,1965,"3 bedroom(s), 2 bathroom(s)",Queens
"USD $255,000",647.50 m2,,,,Flagler
"USD $785,000",607.03 m2,380.72 m2,2018,"7 bedroom(s), 4 bathroom(s)",
"USD $265,000","1,861.56 m2",139.35 m2,,"3 bedroom(s), 2 bathroom(s)",Itawamba
"USD $1,200,000","9,469.65 m2",316.33 m2,1998,"5 bedroom(s), 3 bathroom(s)",Jackson
"USD $689,000",971.25 m2,194.63 m2,1957,"3 bedroom(s), 2 bathroom(s)",Monmouth
"USD $624,900","5,054.12 m2",385.55 m2,1995,"4 bedroom(s), 4 bathroom(s)",Kendall
"USD $174,900",804.52 m2,85.38 m2,1989,"2 bedroom(s), 2 bathroom(s)",Lee
"USD $214,999","2,173.16 m2",89.00 m2,1983,"3 bedroom(s), 1 bathroom(s), 1 livingroom(s)",Monongalia
"USD $479,900","23,309.91 m2",613.53 m2,1979,"4 bedroom(s), 2 bathroom(s)",Coos
"USD $2,250,000",405.99 m2,235.70 m2,2015,"4 bedroom(s), 3 bathroom(s)",Orange
"USD $1,307,000","20,234.30 m2",297.29 m2,2025,"3 bedroom(s), 3 bathroom(s)",Apache
"USD $400,000",161.87 m2,124.86 m2,1988,"4 bedroom(s), 4 bathroom(s)",MONTGOMERY
"USD $405,000",804.52 m2,183.58 m2,1998,"4 bedroom(s), 3 bathroom(s)","Johnson, KS"
"USD $700,000","1,726.39 m2",,1940,"2 bedroom(s), 2 bathroom(s)",Fulton - GA
"USD $375,000","3,277.96 m2",124.86 m2,1998,"3 bedroom(s), 2 bathroom(s)",Rhea
"USD $635,000","6,677.32 m2",179.40 m2,2025,"3 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Shelby
"USD $425,000","4,046.86 m2",106.93 m2,2007,"3 bedroom(s), 2 bathroom(s)",
"USD $575,000","44,313.12 m2",345.97 m2,1981,"4 bedroom(s), 3 bathroom(s)",Saline
"USD $646,750",,229.38 m2,2025,"5 bedroom(s), 4 bathroom(s)",Aiken
"USD $474,900","1,133.12 m2",228.91 m2,1970,"4 bedroom(s), 3 bathroom(s)",Allegan
"USD $675,000",121.41 m2,102.47 m2,1941,"3 bedroom(s), 2 bathroom(s)",WASHINGTON
"USD $354,900",,,,,
"USD $220,000",,158.31 m2,1984,"3 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Jasper
"USD $375,000",220.55 m2,219.81 m2,,,Orleans
"USD $399,000",,138.43 m2,2006,"2 bedroom(s), 3 bathroom(s)",Hartford
"USD $350,000","1,052.18 m2",152.27 m2,2020,"3 bedroom(s), 2 bathroom(s)",
"USD $499,800","12,869.01 m2",,,,Lake
"USD $319,900",,184.88 m2,2025,"3 bedroom(s), 3 bathroom(s)",
"USD $259,000",408.73 m2,133.78 m2,2025,"3 bedroom(s), 3 bathroom(s), 1 livingroom(s)",Lexington
"USD $91,000","1,699.68 m2",105.91 m2,1910,"2 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Knox County
"USD $639,000",,174.66 m2,1996,"3 bedroom(s), 2 bathroom(s)",Collier
"USD $297,000","1,027.50 m2",80.27 m2,1951,"2 bedroom(s), 1 bathroom(s)",Henrico
"USD $449,999",404.69 m2,144.56 m2,1905,"3 bedroom(s), 3 bathroom(s)",BALTIMORE CITY
"USD $646,750","1,295.00 m2",229.38 m2,2025,"5 bedroom(s), 4 bathroom(s)",Aiken
"USD $990,000","16,187.44 m2",175.59 m2,1983,"3 bedroom(s), 3 bathroom(s), 1 livingroom(s)",Pinellas
"USD $315,000",566.56 m2,125.14 m2,1993,"3 bedroom(s), 3 bathroom(s)",St. Charles
"USD $399,900","5,139.51 m2",262.45 m2,1970,"5 bedroom(s), 3 bathroom(s), 1 livingroom(s)",Madison
"USD $195,500",,113.62 m2,1994,"2 bedroom(s), 2 bathroom(s)",Brown
"USD $386,900","2,832.80 m2",215.16 m2,2025,"4 bedroom(s), 3 bathroom(s)",Butts
"USD $383,000",647.50 m2,191.75 m2,2001,"4 bedroom(s), 3 bathroom(s)",Mecklenburg
"USD $205,900","1,456.87 m2",136.29 m2,1975,"3 bedroom(s), 2 bathroom(s)",Jackson
"USD $379,900",,121.24 m2,2014,"4 bedroom(s), 3 bathroom(s), 1 livingroom(s)",
"USD $755,492","2,306.71 m2",261.89 m2,2025,"4 bedroom(s), 4 bathroom(s)",Nueces
"USD $475,000",768.90 m2,207.92 m2,2014,"4 bedroom(s), 2 bathroom(s)",Nueces
"USD $359,999",687.97 m2,160.72 m2,2003,"3 bedroom(s), 2 bathroom(s)",Dorchester
"USD $625,000","2,913.74 m2",267.93 m2,1980,"3 bedroom(s), 2 bathroom(s)",
"USD $329,000",242.81 m2,178.84 m2,2021,"3 bedroom(s), 3 bathroom(s), 1 livingroom(s)",Manatee
"USD $319,900","1,780.62 m2",222.41 m2,1985,"3 bedroom(s), 3 bathroom(s), 1 livingroom(s)",Daviess County
"USD $199,900",930.78 m2,274.25 m2,1890,"5 bedroom(s), 2 bathroom(s)",Niagara
"USD $1,000,000",202.34 m2,320.33 m2,1874,"6 bedroom(s), 3 bathroom(s)",WASHINGTON
"USD $1,150,000",,234.67 m2,2020,"4 bedroom(s), 4 bathroom(s)",Cook
"USD $2,675,000",509.90 m2,419.18 m2,1941,"7 bedroom(s), 4 bathroom(s), 1 livingroom(s)",Cerro Gordo
"USD $632,999",312.06 m2,59.83 m2,1923,"2 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Los Angeles
"USD $282,000",,167.23 m2,2016,"3 bedroom(s), 3 bathroom(s)",Brunswick
"USD $1,125,000",,,1900,"2 bedroom(s), 3 bathroom(s)",WASHINGTON
"USD $215,000",768.90 m2,109.81 m2,1951,"3 bedroom(s), 1 bathroom(s)",Tulsa
"USD $314,900","1,052.18 m2",,1996,"3 bedroom(s), 3 bathroom(s), 1 livingroom(s)",
"USD $368,900",971.25 m2,146.51 m2,2024,"3 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Allen County
"USD $595,000",930.78 m2,244.89 m2,2003,"4 bedroom(s), 3 bathroom(s)",Mecklenburg
"USD $265,000","1,011.72 m2",105.82 m2,2006,"3 bedroom(s), 1 bathroom(s), 1 livingroom(s)",Columbia
